User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001695,P0085842,M,0-17,16,C,0,1,13,,,9754
1004665,P0094842,M,46-50,5,C,1,1,16,17.0,10.0,9986
1000527,P0063342,M,51-55,6,C,1,1,12,2.0,14.0,11831
1002661,P0056642,F,0-17,12,C,0,1,13,15.0,,4658
1002173,P0051942,M,26-35,5,B,4+,1,1,6.0,,6129
1004967,P0070742,M,26-35,2,C,1,0,3,14.0,,413
1000280,P0022142,M,36-45,12,B,3,0,3,13.0,5.0,7148
1002965,P0086142,F,55+,9,B,4+,1,12,,9.0,11105
1003978,P0099042,M,55+,3,A,0,1,4,5.0,,9270
1002670,P0040742,M,0-17,4,A,3,1,1,3.0,,4666
1002894,P0043342,M,0-17,20,B,3,1,17,14.0,7.0,5583
1001752,P0051942,F,18-25,18,C,4+,0,9,8.0,,14353
1003982,P0042542,M,46-50,17,C,0,1,5,17.0,18.0,14213
1004770,P0074842,M,51-55,6,B,3,0,3,,,2934
1002362,P0088842,M,0-17,20,C,1,1,7,10.0,,6279
1004428,P0093142,M,51-55,0,B,1,0,3,5.0,5.0,3519
1004132,P0094342,M,36-45,16,A,4+,1,5,13.0,11.0,11811
1001709,P0067242,M,18-25,19,C,1,0,12,8.0,14.0,10610
1002687,P0034942,M,55+,19,C,2,1,3,17.0,9.0,6092
1002896,P0019442,M,51-55,17,C,0,0,1,12.0,,14390
1004536,P0039542,M,51-55,4,A,3,1,3,,17.0,14030
1002777,P0028342,F,51-55,5,C,3,1,16,18.0,,6917
1001120,P0035942,M,51-55,9,B,4+,0,18,,7.0,13448
1002989,P0089842,M,51-55,18,C,4+,0,3,7.0,17.0,4405
1004260,P0076642,M,55+,9,B,3,1,5,,,2073
1004244,P0028542,M,18-25,5,C,1,1,5,,3.0,19219
1000195,P0050842,M,36-45,9,B,4+,0,9,14.0,15.0,12111
1000663,P0016842,M,51-55,9,A,2,0,12,,8.0,2537
1000480,P0093742,M,51-55,20,C,4+,0,16,3.0,,15513
1004219,P0087242,M,36-45,11,A,1,1,9,17.0,,8552
1001424,P0072642,F,0-17,3,A,0,0,18,4.0,9.0,16596
1002709,P0095842,M,0-17,12,C,2,1,11,8.0,,3413
1003176,P0010742,M,55+,9,C,4+,0,17,16.0,8.0,14254
1003815,P0036442,F,18-25,15,B,0,0,1,6.0,11.0,3703
1002015,P0088242,M,18-25,18,C,0,1,3,6.0,,12964
1003790,P0058342,M,46-50,5,C,3,1,5,6.0,17.0,18563
1004806,P0086042,M,18-25,8,B,1,0,1,11.0,,4595
1002444,P0071642,M,55+,13,B,3,1,15,3.0,,8799
1000912,P0087442,M,36-45,9,C,1,1,17,,17.0,7276
1003214,P0083542,M,51-55,7,C,0,1,4,16.0,11.0,262
1002365,P0093942,F,36-45,2,C,4+,0,14,12.0,10.0,10820
1003630,P0047042,M,55+,16,A,1,1,2,3.0,5.0,664
1003473,P0088242,M,46-50,18,A,1,1,4,4.0,13.0,11285
1000681,P0077642,M,26-35,2,C,0,0,5,3.0,,10016
1004652,P0018242,M,55+,13,B,2,0,7,2.0,10.0,17481
1000610,P0090642,M,55+,5,C,0,1,4,15.0,,13119
1002157,P0074542,F,26-35,18,C,0,0,8,12.0,,5071
1003867,P0031042,F,36-45,17,A,1,1,11,9.0,,11774
1000372,P0041242,M,26-35,11,C,0,1,8,8.0,,6902
1000616,P0070342,M,55+,14,C,3,0,4,11.0,4.0,4541
1002254,P0043642,F,55+,5,A,0,0,11,11.0,17.0,11373
1004943,P0058942,M,26-35,20,A,4+,1,12,4.0,10.0,14623
1004139,P0050242,M,55+,11,B,0,1,2,12.0,,15332
1000865,P0073842,M,46-50,18,B,0,0,15,2.0,,18198
1001269,P0029042,F,55+,6,B,4+,0,14,,,12371
1000785,P0077042,M,55+,19,C,2,0,17,16.0,17.0,12381
1004572,P0094242,F,51-55,9,B,2,1,16,2.0,,8513
1004179,P0043442,M,18-25,17,A,2,0,5,7.0,7.0,2727
1002238,P0062142,M,18-25,1,B,3,1,1,,12.0,15641
1004055,P0071842,M,26-35,12,C,4+,1,10,2.0,15.0,7174
1004896,P0018642,M,0-17,14,C,3,0,7,4.0,16.0,718
1000936,P0067842,M,46-50,3,B,3,0,10,11.0,,16018
1003981,P0016142,M,51-55,6,C,3,1,16,9.0,,18599
1002339,P0048642,M,51-55,2,C,4+,0,5,,4.0,17334
1000326,P0024542,M,26-35,15,C,1,1,6,12.0,,12031
1001535,P0025242,M,0-17,8,B,1,0,12,,9.0,4538
1003481,P0071842,M,0-17,16,C,2,1,6,9.0,13.0,2469
1003862,P0075942,M,51-55,7,B,3,1,10,7.0,14.0,2879
1001986,P0079742,M,46-50,17,B,2,1,10,7.0,,17485
1004933,P0044842,F,18-25,12,C,3,1,13,14.0,,17618
1004604,P0095342,M,51-55,1,B,2,0,17,14.0,12.0,17081
1002779,P0027742,M,55+,0,B,0,1,16,13.0,,4320
1001271,P0098842,M,51-55,15,C,4+,1,4,5.0,6.0,15436
1000641,P0094642,M,55+,15,C,3,0,3,7.0,8.0,16948
1004704,P0058642,M,36-45,10,B,3,1,5,7.0,13.0,7497
1004079,P0087742,F,0-17,3,A,3,0,13,,8.0,8381
1004662,P0076042,M,36-45,10,A,4+,1,14,18.0,,1608
1001368,P0034642,F,36-45,5,A,0,0,9,6.0,,10422
1004043,P0035342,M,46-50,10,A,1,0,9,4.0,7.0,17112
1002576,P0059942,M,51-55,0,B,4+,1,8,4.0,13.0,8180
1003604,P0064042,M,18-25,8,C,0,1,10,3.0,,8381
1001582,P0045142,M,55+,6,A,2,0,18,,3.0,16970
1001987,P0061142,M,55+,20,C,3,0,12,18.0,4.0,18139
1002241,P0087742,F,46-50,2,A,3,1,13,2.0,,12627
1003967,P0011242,F,0-17,8,A,1,1,16,2.0,12.0,2064
1002106,P0065842,F,18-25,1,A,2,1,3,15.0,,7275
1000129,P0025042,F,51-55,9,C,0,1,9,8.0,18.0,11873
1004802,P0014942,F,26-35,16,C,2,0,16,3.0,,9199
1003997,P0031442,F,18-25,0,A,2,0,17,11.0,7.0,1661
1000852,P0074342,M,55+,17,C,1,0,16,2.0,16.0,4723
1004104,P0047142,M,46-50,5,A,0,0,10,10.0,,9939
1002077,P0021242,M,46-50,5,B,1,1,18,6.0,16.0,11423
1002995,P0035142,M,36-45,8,C,0,0,2,7.0,,9869
1003745,P0044042,F,51-55,9,A,4+,1,14,7.0,3.0,12932
1002757,P0015242,M,26-35,14,B,4+,1,5,8.0,8.0,9204
1001645,P0022942,M,51-55,3,B,3,1,6,2.0,4.0,9191
1004372,P0093542,M,18-25,7,A,1,1,1,13.0,,2212
1003145,P0029242,M,26-35,3,B,4+,1,15,12.0,8.0,18806
1000243,P0069042,M,51-55,2,B,2,0,3,15.0,,8599
1004086,P0015642,M,36-45,3,A,2,0,18,5.0,6.0,4324
1000171,P0019642,M,26-35,0,B,4+,0,15,,4.0,17332
1000653,P0029742,M,26-35,8,B,1,1,18,4.0,7.0,2915
1003513,P0074642,M,18-25,10,A,3,0,1,18.0,9.0,12785
1001500,P0024642,M,26-35,20,A,2,1,14,6.0,14.0,19216
1002100,P0078342,M,36-45,18,B,3,0,17,10.0,3.0,11513
1002159,P0067442,M,0-17,20,C,2,0,8,8.0,18.0,9607
1001973,P0067642,M,0-17,19,A,0,1,8,8.0,,14190
1003926,P0039442,F,46-50,6,C,4+,1,17,11.0,10.0,8403
1002259,P0082242,M,0-17,4,A,1,0,1,6.0,9.0,279
1004040,P0072042,F,18-25,1,C,2,1,7,12.0,7.0,14787
1002036,P0089342,M,46-50,18,A,4+,1,14,7.0,8.0,7602
1003272,P0078342,F,0-17,2,B,3,1,6,,,11073
1000858,P0011142,M,0-17,14,B,1,0,17,6.0,18.0,19825
1003824,P0043242,M,46-50,6,C,1,0,14,17.0,,14449
1001050,P0031942,M,18-25,4,C,4+,0,7,11.0,,3622
1003991,P0049742,M,46-50,9,A,4+,1,15,2.0,17.0,8567
1000299,P0044142,F,55+,8,A,4+,1,8,5.0,7.0,13382
1000924,P0089742,M,55+,13,C,0,1,16,,11.0,665
1004233,P0061142,F,18-25,12,C,0,1,10,18.0,14.0,18693
1004307,P0027142,F,18-25,0,B,1,1,9,4.0,13.0,2120
1002800,P0056742,M,51-55,15,C,4+,0,2,3.0,4.0,19433
1004876,P0084742,M,36-45,19,B,0,0,8,5.0,11.0,2271
1004063,P0026542,M,0-17,7,C,1,0,11,13.0,7.0,13612
1004046,P0079842,M,51-55,16,B,2,1,4,14.0,17.0,16973
1001803,P0026942,M,0-17,5,B,4+,0,18,9.0,,4134
1002714,P0066342,F,51-55,1,B,0,0,18,7.0,6.0,3006
1004507,P0061142,M,26-35,12,A,1,0,2,6.0,,8410
1002854,P0093042,M,55+,7,B,4+,1,5,10.0,9.0,9923
1002658,P0028842,M,46-50,8,C,1,1,14,2.0,,1179
1004523,P0021942,M,51-55,12,C,2,0,13,2.0,18.0,2028
1003347,P0020442,M,55+,17,C,1,0,8,17.0,8.0,12899
1001472,P0077342,M,36-45,17,A,1,0,11,12.0,12.0,13755
1002950,P0090642,M,0-17,8,B,2,0,8,17.0,16.0,6324
1000942,P0014042,M,26-35,1,A,3,1,15,4.0,,2513
1001908,P0098842,M,36-45,3,B,4+,0,6,18.0,7.0,1068
1004838,P0097542,M,18-25,17,C,2,1,17,,11.0,19452
1001244,P0077642,F,0-17,16,B,2,0,11,12.0,,3219
1004424,P0042042,M,55+,11,A,4+,1,7,4.0,,4083
1001467,P0098542,M,51-55,15,A,1,1,2,4.0,12.0,1595
1003958,P0043442,M,46-50,12,A,0,1,3,5.0,6.0,9097
1001967,P0025942,M,36-45,10,A,4+,0,18,5.0,15.0,14425
1000376,P0036342,F,55+,13,C,2,1,14,,17.0,2485
1000263,P0096442,F,26-35,9,A,1,1,9,18.0,9.0,15528
1004363,P0062942,M,46-50,20,A,3,0,8,8.0,,4135
1003389,P0078442,F,18-25,18,A,1,0,18,18.0,16.0,10950
1003396,P0057642,F,46-50,20,C,0,1,12,17.0,12.0,11473
1001945,P0045142,M,55+,16,B,1,1,12,9.0,10.0,745
1001894,P0064442,F,55+,8,C,0,0,10,2.0,10.0,14384
1003635,P0087242,M,26-35,13,C,3,0,9,2.0,,1703
1001653,P0030942,M,18-25,4,C,3,1,2,8.0,15.0,17860
1004142,P0059542,F,26-35,2,B,1,0,11,2.0,10.0,10326
1003893,P0099442,M,55+,7,A,4+,0,10,4.0,,2320
1000600,P0094142,F,0-17,17,C,4+,1,8,7.0,3.0,325
1004816,P0048142,M,26-35,2,A,4+,0,5,5.0,,5069
1001913,P0077542,F,46-50,1,A,3,1,5,4.0,,19762
1001293,P0058042,M,55+,10,B,0,0,9,7.0,,16788
1000601,P0010442,M,0-17,4,B,2,0,11,16.0,9.0,12055
1000381,P0013342,M,0-17,6,C,1,0,12,10.0,,11191
1004214,P0089142,F,36-45,13,B,0,0,5,15.0,,3357
1003638,P0024442,M,46-50,18,B,2,0,6,,,14948
1002164,P0045042,M,46-50,1,B,3,0,1,2.0,7.0,11309
1004356,P0068242,M,18-25,8,A,2,1,16,,18.0,6814
1001099,P0056442,M,26-35,9,B,3,0,14,7.0,,19725
1000366,P0044742,F,51-55,18,C,3,1,14,7.0,15.0,15668
1002571,P0084142,M,26-35,16,B,0,0,13,14.0,16.0,10480
1003420,P0022442,M,46-50,6,C,4+,0,12,9.0,13.0,13009
1002477,P0088942,M,26-35,17,C,4+,0,7,3.0,,935
1000791,P0037042,M,46-50,5,B,0,0,6,16.0,,6322
1003570,P0045642,M,55+,8,A,1,0,9,5.0,15.0,2822
1000747,P0062642,M,0-17,7,C,3,0,16,,,14458
1000313,P0085342,F,26-35,8,C,1,1,9,,13.0,19634
1004634,P0059742,M,55+,0,C,3,1,14,5.0,6.0,11391
1000921,P0025242,M,26-35,1,B,3,0,9,17.0,3.0,4463
1001078,P0015242,F,46-50,3,C,4+,1,4,,17.0,10191
1002830,P0024842,M,55+,19,B,4+,0,9,,,9020
1002382,P0060242,M,46-50,17,C,3,1,8,13.0,,15208
1003619,P0096942,M,18-25,9,A,4+,1,14,8.0,,11266
1000798,P0054942,M,26-35,0,C,4+,0,5,2.0,16.0,13183
1004444,P0031842,M,36-45,9,B,2,1,16,,8.0,6208
1000273,P0072442,F,46-50,8,B,2,0,10,2.0,,13707
1003011,P0089942,M,36-45,12,C,3,0,3,13.0,,8600
1004816,P0037642,M,0-17,14,B,4+,1,9,5.0,7.0,16007
1001774,P0055142,M,0-17,17,A,2,0,3,6.0,11.0,12502
1002548,P0052742,M,36-45,12,B,1,1,1,2.0,,13789
1003165,P0018242,M,51-55,4,C,3,0,15,2.0,8.0,7885
1004781,P0031742,M,0-17,1,A,3,1,7,9.0,,8409
1004718,P0083742,M,36-45,6,B,1,1,1,,,4662
1000947,P0088142,M,18-25,8,C,3,1,16,13.0,15.0,7830
1002666,P0062642,F,18-25,18,B,4+,0,8,12.0,,16948
1000507,P0050342,F,0-17,13,C,2,1,12,14.0,10.0,9624
1000244,P0038942,F,55+,16,B,0,1,6,12.0,,6605
1000506,P0051942,M,36-45,19,B,2,0,10,8.0,10.0,2082
1004518,P0043842,F,36-45,19,A,1,1,14,,,8369
1003159,P0087642,M,36-45,10,A,0,1,5,11.0,,12820
1003591,P0081042,F,51-55,4,B,4+,0,4,17.0,,14623
1001873,P0076942,F,0-17,11,C,4+,1,14,,16.0,3127
1003794,P0094442,F,51-55,20,C,2,1,17,2.0,,4490
1001193,P0051842,F,36-45,8,B,3,0,1,11.0,3.0,13833
1004426,P0030642,M,46-50,16,B,3,0,17,14.0,,11531
1004746,P0078542,M,36-45,7,A,1,0,9,12.0,16.0,2049
1001465,P0079542,M,46-50,7,B,3,1,16,,15.0,3115
1000391,P0036442,M,18-25,11,B,4+,0,3,,17.0,19448
1004477,P0085742,F,46-50,18,C,0,0,10,4.0,17.0,2467
1003378,P0013542,M,18-25,9,A,2,0,17,8.0,,10367
1004838,P0047242,M,0-17,1,A,2,1,16,7.0,5.0,19424
1004916,P0058742,M,55+,7,B,2,0,1,11.0,,10938
1000673,P0035842,M,55+,13,A,3,0,15,9.0,,18923
1002561,P0063042,M,51-55,18,C,0,0,7,9.0,3.0,18092
1001212,P0012242,M,51-55,3,B,3,1,8,12.0,16.0,17160
1000930,P0020342,M,18-25,8,B,3,0,4,11.0,,17201
1001540,P0034042,M,18-25,12,C,4+,0,12,11.0,9.0,6767
1000913,P0097242,M,36-45,8,A,4+,1,2,4.0,18.0,2631
1000644,P0081542,M,26-35,12,A,3,1,7,12.0,,4795
1004523,P0035242,F,18-25,15,C,1,0,6,3.0,8.0,4075
1000502,P0024142,M,46-50,0,C,1,0,2,14.0,8.0,7551
1000730,P0091342,M,0-17,7,C,1,1,7,14.0,,15691
1001284,P0075442,M,51-55,8,C,3,0,2,7.0,,9719
1002119,P0055042,M,46-50,12,A,0,0,4,4.0,,14086
1004553,P0088242,M,51-55,16,A,1,1,16,17.0,,6650
1004387,P0040642,M,0-17,8,C,4+,0,6,17.0,6.0,17534
1003837,P0059942,M,46-50,6,C,2,1,10,,,9305
1000920,P0072142,M,51-55,19,B,2,1,14,10.0,,4053
1004051,P0010742,F,18-25,9,B,3,0,3,8.0,,17461
1002340,P0016842,M,26-35,20,A,2,1,14,8.0,9.0,13985
1000756,P0080142,M,18-25,4,B,3,1,11,5.0,,797
1001870,P0079042,F,55+,16,B,2,0,11,8.0,,16968
1004473,P0067442,M,51-55,1,B,0,0,11,4.0,7.0,6019
1000508,P0016742,M,36-45,8,A,0,1,4,,,8518
1001437,P0081742,M,46-50,1,B,0,1,5,8.0,12.0,12662
1002576,P0050742,M,26-35,9,C,0,0,6,12.0,7.0,10276
1003427,P0061742,F,46-50,11,A,1,0,14,3.0,6.0,13033
1000559,P0021842,M,36-45,1,B,4+,1,7,7.0,8.0,3765
1003103,P0092442,M,36-45,14,A,0,0,6,6.0,,3679
1004517,P0013042,F,36-45,2,B,1,1,14,,16.0,15667
1003623,P0061742,M,51-55,1,A,3,0,16,5.0,,7214
1004400,P0058242,M,18-25,6,C,2,1,4,17.0,,14005
1004058,P0030642,F,51-55,8,B,2,1,18,7.0,6.0,3422
1003716,P0076842,M,18-25,10,B,1,1,7,6.0,18.0,7545
1001302,P0067842,M,26-35,15,A,2,0,14,2.0,4.0,7248
1002156,P0048642,M,36-45,6,C,0,1,15,7.0,9.0,18608
1000693,P0051142,F,55+,12,B,2,0,6,3.0,7.0,15002
1004351,P0094142,M,18-25,2,C,0,0,10,9.0,,15428
1001479,P0046942,M,0-17,10,B,0,1,3,3.0,12.0,15657
1000257,P0045242,M,55+,2,C,2,0,13,3.0,,11970
1002431,P0043542,M,0-17,14,B,1,0,18,9.0,6.0,11397
1000442,P0099042,M,18-25,7,A,3,1,3,10.0,8.0,19919
1001882,P0038842,F,55+,6,A,1,1,3,8.0,,2513
1002647,P0023942,M,55+,4,C,4+,0,17,2.0,,1694
1003821,P0039942,M,26-35,5,B,4+,1,7,5.0,,11087
1004678,P0011242,F,46-50,18,B,0,1,2,,6.0,1334
1001736,P0076342,M,51-55,2,C,0,1,5,13.0,13.0,12442
1003736,P0052742,F,36-45,10,B,1,0,9,,,2227
1002646,P0092442,M,18-25,5,A,1,1,3,3.0,4.0,16150
1000019,P0096342,M,26-35,20,B,0,0,8,2.0,10.0,1421
1001125,P0049942,F,55+,13,A,3,1,4,17.0,6.0,19239
1003986,P0020842,M,51-55,16,C,3,0,3,9.0,,251
1002655,P0058442,M,46-50,2,B,4+,1,18,9.0,,6020
1002081,P0098742,M,26-35,3,C,3,1,15,6.0,11.0,14213
1001548,P0045542,F,46-50,8,A,2,0,11,5.0,11.0,15664
1000862,P0024842,F,0-17,12,C,0,1,5,18.0,,18101
1000155,P0097842,M,51-55,5,C,1,1,16,3.0,6.0,11708
1003495,P0081542,F,51-55,9,B,0,1,4,11.0,,17603
1000905,P0040642,M,46-50,19,C,2,1,11,9.0,5.0,12873
1001270,P0063242,M,0-17,19,C,3,0,12,7.0,10.0,15423
1000405,P0015942,M,36-45,20,B,0,1,5,17.0,15.0,15751
1000844,P0053442,M,18-25,12,C,2,0,10,,6.0,4432
1001783,P0012042,M,55+,13,A,3,0,10,5.0,4.0,9676
1001565,P0097442,M,0-17,11,B,4+,0,5,3.0,9.0,3036
1001185,P0048142,M,26-35,12,A,4+,1,5,9.0,17.0,19685
1000747,P0034442,F,46-50,9,B,4+,1,4,10.0,,2457
1001726,P0017242,F,51-55,6,C,2,0,4,3.0,,2672
1003189,P0054842,M,26-35,4,A,2,0,2,11.0,16.0,15527
1000271,P0017542,F,51-55,11,A,1,0,3,,,3584
1004866,P0079742,M,0-17,1,A,1,1,4,9.0,16.0,7767
1003957,P0068942,F,51-55,7,C,4+,0,8,,16.0,4872
1000172,P0048942,M,55+,7,A,0,1,9,18.0,3.0,13327
1000274,P0067642,M,51-55,18,A,3,0,8,10.0,12.0,13760
1002307,P0044142,M,55+,4,C,1,1,12,16.0,16.0,15021
1001159,P0038942,M,51-55,7,C,3,0,10,6.0,17.0,18302
1001707,P0066742,M,51-55,9,C,0,1,5,4.0,15.0,3362
1001772,P0043042,F,55+,12,A,4+,1,5,2.0,,16484
1000422,P0035842,M,55+,8,A,3,1,15,3.0,12.0,17112
1001210,P0052542,F,26-35,6,A,4+,0,3,14.0,6.0,19233
1004676,P0080142,M,46-50,19,B,3,1,2,,3.0,864
1000891,P0010542,M,18-25,19,A,0,0,15,,17.0,5622
1004818,P0010542,M,26-35,18,A,1,1,13,11.0,15.0,4699
1003268,P0029042,M,36-45,10,B,2,1,12,4.0,8.0,1733
1004977,P0024742,M,46-50,7,B,4+,1,14,2.0,8.0,17145
1001474,P0050442,M,46-50,15,A,1,1,12,,17.0,5128
1003244,P0035742,F,55+,9,B,3,0,15,18.0,5.0,8066
1004479,P0082942,M,36-45,5,A,1,1,13,12.0,6.0,16767
1002182,P0057842,M,55+,9,C,2,0,3,6.0,9.0,4181
1001450,P0018942,M,55+,9,C,4+,1,15,12.0,,9880
1003097,P0092342,F,0-17,18,C,4+,1,18,18.0,,17951
1003257,P0096342,M,36-45,3,C,1,0,6,13.0,16.0,10587
1003157,P0010942,F,0-17,18,B,0,0,15,,12.0,10044
1001591,P0018642,M,18-25,2,A,3,0,12,4.0,13.0,19293
1004240,P0086142,M,0-17,16,B,1,0,2,,7.0,2617
1003982,P0093742,M,55+,13,C,0,0,5,13.0,,6152
1001436,P0025042,M,18-25,9,C,4+,0,17,13.0,7.0,2322
1000224,P0072442,M,18-25,5,A,3,0,13,9.0,,12857
1000220,P0012942,M,51-55,15,B,4+,0,13,2.0,8.0,15380
1004275,P0022742,M,51-55,8,C,2,1,4,17.0,,10885
1001655,P0017742,F,36-45,20,B,0,0,16,7.0,10.0,14840
1004529,P0052042,M,55+,11,A,2,1,8,9.0,,13905
1000265,P0015442,M,18-25,11,A,2,0,3,12.0,,19499
1000954,P0057942,M,55+,13,B,2,0,2,3.0,,15777
1004525,P0040442,M,0-17,1,A,0,0,3,2.0,7.0,16929
1003734,P0064542,M,26-35,9,B,3,0,11,4.0,5.0,9260
1002775,P0020442,M,51-55,3,B,4+,1,11,16.0,,9340
1003125,P0027142,M,46-50,5,B,3,0,10,5.0,13.0,3476
1000480,P0059842,M,46-50,12,C,3,0,11,12.0,,3951
1003515,P0012142,M,0-17,13,C,3,0,17,5.0,15.0,13941
1001354,P0038642,M,51-55,3,B,4+,0,7,7.0,,8318
1003323,P0049042,M,26-35,9,A,4+,0,1,2.0,,2678
1003879,P0071642,F,55+,9,A,0,0,15,9.0,16.0,19593
1000890,P0024842,M,18-25,4,C,1,1,7,4.0,,2838
1003855,P0037142,F,51-55,3,B,4+,0,4,13.0,4.0,18088
1000925,P0088742,M,0-17,11,C,4+,1,3,18.0,,338
1002171,P0039842,F,55+,13,B,1,1,3,,,1581
1001903,P0027142,M,18-25,6,A,4+,0,10,,11.0,18415
1004874,P0014642,M,51-55,1,A,3,0,3,4.0,14.0,5418
1002396,P0072542,M,36-45,13,C,4+,0,5,12.0,14.0,10954
1000029,P0088642,M,26-35,9,A,0,1,10,4.0,4.0,13311
1000035,P0091542,M,46-50,15,B,4+,0,9,8.0,16.0,16499
1003590,P0030642,M,0-17,2,A,1,1,11,6.0,4.0,8824
1002671,P0055242,M,46-50,7,A,3,0,1,2.0,15.0,4751
1003366,P0049442,M,55+,16,C,1,0,13,,8.0,3381
1000589,P0085342,M,18-25,3,B,4+,1,4,17.0,,18121
1003219,P0040042,F,18-25,20,C,4+,0,10,12.0,4.0,10568
1003139,P0080742,M,36-45,18,C,0,0,4,8.0,10.0,6269
1000904,P0077542,M,18-25,14,A,3,0,8,10.0,13.0,4611
1004087,P0027542,M,18-25,19,B,4+,1,17,6.0,18.0,7690
1002170,P0095442,F,55+,9,B,0,1,2,,,9485
1000340,P0088242,M,46-50,9,C,0,1,7,7.0,6.0,8109
1004271,P0020942,M,46-50,11,C,1,1,3,3.0,12.0,14975
1001715,P0078342,M,0-17,8,A,3,0,11,13.0,,11620
1004693,P0096342,M,0-17,14,B,2,1,18,16.0,12.0,4743
1004547,P0030142,M,18-25,17,B,0,1,6,,9.0,10362
1000557,P0026742,M,51-55,19,A,2,0,14,14.0,,795
1003088,P0071342,M,26-35,0,C,1,1,13,5.0,7.0,13297
1003267,P0018542,F,0-17,2,B,0,0,2,9.0,11.0,12108
1003568,P0075342,M,18-25,7,A,3,0,16,8.0,9.0,12971
1002057,P0094842,M,51-55,6,C,2,1,8,2.0,,16391
1003900,P0082442,M,51-55,14,A,3,0,15,9.0,,18211
1001017,P0015042,M,46-50,7,B,2,1,13,17.0,14.0,3794
1002063,P0021142,F,51-55,14,C,1,0,1,10.0,,7318
1000839,P0056242,M,36-45,4,A,0,1,2,,,13408
1001638,P0054142,M,46-50,11,A,0,1,4,16.0,11.0,1881
1004322,P0037042,F,46-50,11,A,1,0,13,16.0,8.0,9117
1003497,P0067642,M,36-45,8,B,4+,1,12,9.0,12.0,13997
1001814,P0044342,F,55+,20,B,2,1,12,3.0,15.0,576
1003480,P0028242,F,55+,8,B,2,1,1,,7.0,19448
1001452,P0060242,F,46-50,14,A,4+,1,6,14.0,9.0,5721
1002314,P0094342,M,0-17,14,B,1,0,11,3.0,,11695
1001515,P0010942,M,46-50,19,A,3,1,16,3.0,,11799
1001232,P0059342,M,36-45,11,A,3,0,2,14.0,14.0,16861
1001646,P0033342,M,18-25,4,A,1,0,3,10.0,,4158
1003000,P0039742,M,18-25,0,C,3,0,11,5.0,10.0,16880
1003441,P0034342,M,18-25,18,A,1,1,9,6.0,,15839
1004057,P0060842,M,55+,10,B,2,0,7,9.0,9.0,6848
1000306,P0045042,M,36-45,17,A,2,1,4,17.0,,4509
1003537,P0036642,F,36-45,5,B,4+,0,10,5.0,,2827
1001724,P0072942,M,0-17,16,C,1,0,1,16.0,,4140
1001690,P0075542,M,36-45,13,C,3,1,13,5.0,14.0,12689
1001518,P0099242,M,51-55,11,A,1,0,4,17.0,6.0,13767
1003918,P0030042,F,18-25,4,B,0,1,13,,,7111
1000420,P0033842,M,36-45,6,C,4+,1,11,10.0,,18888
1002937,P0043342,M,26-35,15,C,0,1,15,14.0,,16635
1003863,P0051442,M,55+,8,C,4+,0,13,7.0,17.0,9013
1004230,P0058342,M,46-50,14,B,4+,1,4,,14.0,19735
1001451,P0053642,F,0-17,3,A,4+,1,6,10.0,4.0,1712
1003097,P0034542,F,18-25,19,A,0,1,2,11.0,4.0,3823
1003262,P0095742,M,51-55,6,C,4+,0,2,7.0,17.0,12619
1001165,P0010742,M,51-55,13,A,1,1,6,5.0,7.0,5506
1001870,P0025142,M,18-25,3,C,1,1,3,6.0,,6787
1001820,P0049142,F,51-55,3,B,0,0,11,11.0,,14488
1002706,P0031042,M,26-35,13,A,2,0,15,4.0,11.0,7500
1003516,P0046642,F,0-17,6,B,2,1,9,9.0,,3952
1001343,P0076942,M,55+,14,A,0,1,7,9.0,,10112
1002227,P0066942,F,46-50,11,B,4+,1,15,10.0,,5953
1001080,P0018542,F,0-17,13,B,4+,1,10,10.0,5.0,15084
1004207,P0015442,M,0-17,12,A,4+,1,11,7.0,,7911
1004564,P0081242,F,55+,18,C,0,0,2,9.0,10.0,17614
1002780,P0073342,F,18-25,11,C,4+,0,14,,,9906
1002529,P0054542,M,36-45,15,B,1,1,16,2.0,7.0,16090
1000814,P0071942,F,46-50,15,B,4+,1,9,3.0,8.0,5762
1002032,P0040342,M,0-17,0,C,0,1,16,,15.0,6305
1000323,P0023142,F,26-35,14,A,4+,1,1,7.0,11.0,11135
1002970,P0052042,M,55+,4,A,1,0,2,8.0,11.0,5513
1000904,P0048442,M,18-25,5,B,0,1,7,8.0,13.0,7059
1001542,P0029742,M,36-45,20,A,2,1,12,4.0,6.0,19591
1003504,P0014642,F,36-45,16,B,0,0,18,17.0,5.0,4781
1002654,P0083942,F,18-25,10,A,3,1,6,5.0,7.0,1485
1002477,P0085642,M,0-17,3,B,2,0,2,16.0,16.0,2290
1003341,P0030242,M,55+,17,A,2,1,14,6.0,13.0,17455
1004244,P0036042,M,51-55,19,B,0,1,16,15.0,,19224
1001142,P0078942,M,18-25,13,C,3,0,10,,,14551
1000850,P0012342,M,51-55,8,C,2,1,5,12.0,18.0,13992
1000367,P0078642,M,36-45,2,C,4+,1,16,8.0,8.0,8607
1002898,P0088542,M,36-45,2,C,3,1,7,9.0,18.0,912
1001090,P0043942,M,26-35,10,B,3,0,15,9.0,17.0,510
1004042,P0051142,M,26-35,19,A,0,0,13,4.0,18.0,3400
1002039,P0036042,M,36-45,4,B,0,1,17,18.0,9.0,693
